persons_detected,unique_tracks,zone_occupancy,restricted_zone_entries,restricted_zone_exits,time_in_restricted_zone,loitering_events,after_hours_activity,crowd_level,repeated_entries,detection_confidence_mean,detection_confidence_min,detection_confidence_max,movement_speed,event_frequency,events_per_minute,activity_hour,day_of_week,camera_activity_level,is_anomaly,scenario_type
4,1,0,1,1,3.9,0,1.0,0,0,0.841,0.721,0.891,41.2,0,0.0,1,1,0.14,0,normal_night_staff
4,1,1,1,1,2.3,0,1.0,1,0,0.872,0.752,0.922,39.8,0,0.0,22,3,0.14,0,normal_night_staff
9,1,1,0,0,0.0,0,0.0,1,0,0.888,0.79,0.914,55.4,0,0.0,14,4,0.396,0,normal_daytime
7,1,0,0,0,0.0,0,1.0,0,0,0.858,0.738,0.908,45.9,0,0.0,3,2,0.14,0,normal_night_staff
75,5,3,2,2,8.7,0,0.0,3,1,0.935,0.761,0.969,48.0,0,0.0,12,3,0.694,0,normal_daytime
30,3,2,0,0,0.0,0,0.0,2,0,0.852,0.752,0.892,61.6,0,0.0,7,3,0.41,0,normal_lobby_transit
56,4,0,2,1,9.6,0,0.0,1,0,0.833,0.738,0.862,55.7,0,0.0,16,2,0.637,0,normal_daytime
66,6,2,0,0,0.0,0,0.0,1,0,0.861,0.761,0.901,61.5,0,0.0,12,2,0.62,0,normal_lobby_transit
15,1,1,0,0,0.0,0,0.0,1,0,0.83,0.677,0.868,61.4,0,0.0,18,5,0.414,0,normal_daytime
36,4,2,2,0,10.7,0,0.0,2,0,0.905,0.729,0.945,56.1,0,0.0,9,1,0.638,0,normal_daytime
8,2,0,0,0,0.0,0,1.0,0,0,0.806,0.686,0.856,27.9,0,0.0,6,0,0.2,0,normal_night_staff
60,6,3,1,0,4.4,0,0.0,3,0,0.872,0.762,0.894,39.6,0,0.0,10,2,0.749,0,normal_daytime
30,2,2,1,1,8.3,0,0.0,2,0,0.894,0.772,0.92,41.5,0,0.0,9,2,0.434,0,normal_daytime
56,4,1,1,1,5.5,0,0.0,1,0,0.883,0.749,0.925,44.4,0,0.0,16,1,0.603,0,normal_daytime
112,7,2,0,0,0.0,0,0.0,2,0,0.855,0.755,0.895,48.8,0,0.0,9,5,0.69,0,normal_lobby_transit
70,5,2,0,0,0.0,0,0.0,2,1,0.887,0.723,0.922,44.3,0,0.0,15,1,0.683,0,normal_daytime
16,2,2,1,0,10.2,0,0.0,2,0,0.848,0.7,0.898,46.6,0,0.0,8,6,0.45,0,normal_daytime
18,2,1,0,0,0.0,0,1.0,1,0,0.838,0.718,0.888,29.5,0,0.0,23,1,0.2,0,normal_night_staff
27,3,0,1,1,7.4,0,0.0,1,0,0.905,0.765,0.963,57.3,0,0.0,12,1,0.562,0,normal_daytime
36,4,2,2,0,3.3,0,0.0,2,0,0.936,0.85,0.979,32.7,0,0.0,18,0,0.568,0,normal_daytime
27,1,1,1,0,120.2,1,0.0,1,0,0.924,0.844,0.974,8.1,3,3.0,12,6,0.79,1,pharmacy_loitering
140,7,2,0,0,0.0,0,0.0,1,0,0.901,0.801,0.941,63.6,0,0.0,7,0,0.69,0,normal_lobby_transit
39,1,1,1,0,112.1,1,1.0,1,1,0.865,0.785,0.915,6.6,1,1.0,20,3,0.774,1,pharmacy_loitering
10,2,1,1,1,7.5,0,1.0,1,0,0.811,0.691,0.861,32.5,0,0.0,6,4,0.2,0,normal_night_staff
9,1,1,1,0,1.2,0,0.0,1,0,0.823,0.667,0.869,31.0,1,1.0,8,2,0.323,0,normal_daytime
24,3,0,1,1,6.7,0,0.0,1,0,0.845,0.692,0.889,24.9,0,0.0,10,5,0.465,0,normal_daytime
45,3,0,2,2,8.9,0,0.0,1,0,0.909,0.773,0.939,55.7,0,0.0,16,0,0.557,0,normal_daytime
5,1,0,1,1,3.8,0,1.0,0,0,0.855,0.735,0.905,45.9,0,0.0,22,2,0.14,0,normal_night_staff
30,2,1,0,0,0.0,0,0.0,2,0,0.924,0.824,0.964,70.8,0,0.0,12,2,0.34,0,normal_lobby_transit
9,1,1,1,1,5.2,0,1.0,1,0,0.85,0.73,0.9,30.4,0,0.0,22,2,0.14,0,normal_night_staff
80,5,0,0,0,0.0,0,0.0,2,0,0.878,0.778,0.918,39.9,0,0.0,18,6,0.55,0,normal_lobby_transit
30,3,1,0,0,0.0,0,0.0,2,0,0.892,0.792,0.932,71.5,0,0.0,9,2,0.41,0,normal_lobby_transit
45,3,1,0,0,0.0,0,0.0,1,0,0.856,0.71,0.902,33.6,0,0.0,9,4,0.491,0,normal_daytime
39,3,2,0,0,0.0,0,0.0,2,0,0.897,0.749,0.92,46.2,0,0.0,9,0,0.529,0,normal_daytime
84,6,1,1,1,11.2,0,0.0,1,0,0.841,0.705,0.897,59.9,0,0.0,14,4,0.81,0,normal_daytime
4,1,0,0,0,0.0,0,1.0,0,0,0.807,0.687,0.857,33.7,0,0.0,5,6,0.14,0,normal_night_staff
16,2,1,0,0,0.0,0,1.0,1,0,0.898,0.778,0.948,46.3,0,0.0,5,4,0.2,0,normal_night_staff
40,4,2,0,0,0.0,0,0.0,2,0,0.915,0.771,0.959,29.3,0,0.0,15,3,0.558,0,normal_daytime
40,4,1,2,2,0.3,0,0.0,1,1,0.936,0.802,0.961,36.9,0,0.0,19,1,0.581,0,normal_daytime
13,1,0,1,1,3.4,0,0.0,1,0,0.872,0.767,0.912,36.4,1,1.0,8,0,0.339,0,normal_daytime
70,5,1,0,0,0.0,0,0.0,1,0,0.906,0.76,0.928,58.4,0,0.0,8,1,0.725,0,normal_daytime
32,4,1,1,1,6.0,0,0.0,1,0,0.912,0.751,0.965,30.6,1,1.0,8,4,0.562,0,normal_daytime
50,5,0,0,0,0.0,0,0.0,2,0,0.9,0.8,0.94,74.8,0,0.0,18,1,0.55,0,normal_lobby_transit
84,6,0,0,0,0.0,0,0.0,2,0,0.941,0.841,0.981,72.8,0,0.0,12,4,0.62,0,normal_lobby_transit
24,1,1,2,0,104.5,2,1.0,1,2,0.85,0.67,0.91,12.5,3,4.5,1,0,0.859,1,after_hours_breach
28,1,1,1,0,76.1,1,1.0,1,0,0.928,0.848,0.978,1.5,2,2.0,21,5,0.702,1,pharmacy_loitering
30,2,2,1,1,2.9,0,0.0,2,0,0.902,0.805,0.935,41.6,0,0.0,8,0,0.435,0,normal_daytime
60,6,2,1,1,8.7,0,0.0,2,1,0.836,0.66,0.888,27.4,0,0.0,15,6,0.712,0,normal_daytime
20,2,0,0,0,0.0,0,1.0,0,0,0.898,0.778,0.948,35.8,0,0.0,1,6,0.2,0,normal_night_staff
30,2,2,1,1,1.9,0,0.0,2,1,0.911,0.82,0.942,33.9,0,0.0,13,3,0.412,0,normal_daytime
96,8,8,4,2,64.4,4,1.0,8,2,0.818,0.618,0.878,21.4,4,8.0,22,3,0.92,1,crowd_surge
44,2,2,3,0,138.3,1,1.0,2,1,0.835,0.655,0.895,17.7,3,4.5,2,5,0.927,1,after_hours_breach
112,7,0,0,0,0.0,0,0.0,2,0,0.902,0.802,0.942,47.8,0,0.0,17,6,0.69,0,normal_lobby_transit
60,4,2,0,0,0.0,0,0.0,2,0,0.879,0.76,0.906,25.2,0,0.0,9,3,0.546,0,normal_daytime
52,4,1,1,0,8.5,0,0.0,1,1,0.893,0.794,0.925,51.1,0,0.0,19,0,0.623,0,normal_daytime
37,1,1,1,0,70.8,1,0.0,1,0,0.917,0.837,0.967,3.3,1,1.0,12,0,0.692,1,pharmacy_loitering
26,2,1,2,1,1.8,0,0.0,1,0,0.859,0.718,0.886,64.6,0,0.0,8,0,0.504,0,normal_daytime
60,6,1,0,0,0.0,0,0.0,1,0,0.869,0.751,0.922,48.6,0,0.0,18,6,0.776,0,normal_daytime
33,3,1,0,0,0.0,0,0.0,1,0,0.923,0.823,0.963,60.9,0,0.0,14,2,0.41,0,normal_lobby_transit
9,1,1,2,0,1.0,0,0.0,1,1,0.857,0.752,0.888,48.9,2,2.0,14,4,0.377,0,normal_daytime
52,4,0,2,2,4.6,0,0.0,1,0,0.865,0.747,0.916,61.2,0,0.0,9,5,0.654,0,normal_daytime
75,5,0,0,0,0.0,0,0.0,1,0,0.91,0.741,0.969,39.8,0,0.0,10,1,0.669,0,normal_daytime
60,4,0,0,0,0.0,0,0.0,1,0,0.837,0.662,0.895,44.3,0,0.0,18,4,0.603,0,normal_daytime
90,5,1,0,0,0.0,0,0.0,1,0,0.929,0.829,0.969,35.6,0,0.0,18,5,0.55,0,normal_lobby_transit
40,4,3,2,2,1.7,0,0.0,3,0,0.868,0.774,0.924,60.9,0,0.0,8,1,0.653,0,normal_daytime
65,5,3,0,0,0.0,0,0.0,3,0,0.921,0.767,0.976,56.3,0,0.0,19,2,0.719,0,normal_daytime
40,5,2,0,0,0.0,0,0.0,2,0,0.923,0.763,0.951,42.4,0,0.0,18,2,0.677,0,normal_daytime
8,1,0,1,1,4.0,0,1.0,0,0,0.832,0.712,0.882,48.7,0,0.0,3,5,0.14,0,normal_night_staff
39,3,1,0,0,0.0,0,0.0,1,0,0.831,0.711,0.888,53.6,0,0.0,10,1,0.551,0,normal_daytime
32,2,2,3,0,90.2,1,1.0,2,2,0.787,0.607,0.847,12.1,2,3.0,3,4,0.83,1,after_hours_breach
4,1,1,1,1,3.6,0,1.0,1,0,0.869,0.749,0.919,39.9,0,0.0,1,3,0.14,0,normal_night_staff
40,4,3,1,0,6.3,0,0.0,3,0,0.94,0.8,0.984,37.6,0,0.0,18,3,0.583,0,normal_daytime
42,1,1,1,0,113.7,1,0.0,1,1,0.908,0.828,0.958,8.7,1,1.0,14,2,0.777,1,pharmacy_loitering
9,1,1,0,0,0.0,0,1.0,1,0,0.875,0.755,0.925,44.6,0,0.0,21,4,0.14,0,normal_night_staff
44,4,0,0,0,0.0,0,0.0,2,0,0.895,0.795,0.935,55.5,0,0.0,20,0,0.48,0,normal_lobby_transit
60,5,2,1,1,3.0,0,0.0,2,0,0.901,0.771,0.946,26.8,0,0.0,16,3,0.63,0,normal_daytime
4,1,0,0,0,0.0,0,1.0,0,0,0.856,0.736,0.906,41.9,0,0.0,23,2,0.14,0,normal_night_staff
39,3,0,0,0,0.0,0,0.0,1,1,0.856,0.716,0.915,26.4,0,0.0,9,5,0.469,0,normal_daytime
6,1,0,1,1,5.6,0,1.0,0,0,0.847,0.727,0.897,44.3,0,0.0,1,2,0.14,0,normal_night_staff
28,2,1,0,0,0.0,0,0.0,1,0,0.861,0.75,0.906,48.3,0,0.0,16,3,0.455,0,normal_daytime
16,2,1,0,0,0.0,0,1.0,1,0,0.903,0.783,0.953,37.4,0,0.0,2,4,0.2,0,normal_night_staff
52,4,0,0,0,0.0,0,0.0,1,0,0.904,0.786,0.964,46.7,0,0.0,19,0,0.61,0,normal_daytime
9,1,1,0,0,0.0,0,1.0,1,0,0.804,0.684,0.854,35.8,0,0.0,0,0,0.14,0,normal_night_staff
24,2,0,0,0,0.0,0,0.0,1,0,0.861,0.734,0.881,61.6,0,0.0,14,2,0.495,0,normal_daytime
70,2,2,4,1,93.7,1,1.0,2,2,0.831,0.651,0.891,17.7,5,7.5,4,5,0.837,1,after_hours_breach
33,3,1,0,0,0.0,0,0.0,1,0,0.868,0.76,0.891,55.3,0,0.0,15,2,0.556,0,normal_daytime
9,1,0,0,0,0.0,0,1.0,0,0,0.822,0.702,0.872,40.4,0,0.0,2,1,0.14,0,normal_night_staff
8,1,1,0,0,0.0,0,1.0,1,0,0.882,0.762,0.932,35.1,0,0.0,21,6,0.14,0,normal_night_staff
8,2,0,1,1,6.6,0,1.0,0,0,0.907,0.787,0.957,33.8,0,0.0,2,4,0.2,0,normal_night_staff
96,6,0,0,0,0.0,0,0.0,3,0,0.86,0.76,0.9,60.2,0,0.0,19,5,0.62,0,normal_lobby_transit
52,4,2,0,0,0.0,0,0.0,2,0,0.921,0.775,0.979,51.7,0,0.0,10,2,0.625,0,normal_daytime
18,2,0,0,0,0.0,0,1.0,0,0,0.9,0.78,0.95,28.2,0,0.0,22,0,0.2,0,normal_night_staff
40,4,0,0,0,0.0,0,0.0,2,0,0.85,0.75,0.89,37.8,0,0.0,13,5,0.48,0,normal_lobby_transit
9,1,0,0,0,0.0,0,1.0,0,0,0.843,0.723,0.893,43.6,0,0.0,23,5,0.14,0,normal_night_staff
22,2,2,0,0,0.0,0,0.0,2,0,0.897,0.73,0.939,26.4,0,0.0,16,3,0.389,0,normal_daytime
56,4,3,1,1,0.6,0,0.0,3,0,0.834,0.741,0.885,22.8,1,1.0,13,1,0.538,0,normal_daytime
4,1,1,0,0,0.0,0,1.0,1,0,0.917,0.797,0.967,34.9,0,0.0,1,1,0.14,0,normal_night_staff
7,1,0,1,1,7.6,0,1.0,0,0,0.832,0.712,0.882,26.0,0,0.0,21,2,0.14,0,normal_night_staff
18,2,0,0,0,0.0,0,1.0,0,0,0.823,0.703,0.873,27.2,0,0.0,1,6,0.2,0,normal_night_staff
18,2,1,1,1,6.7,0,1.0,1,0,0.827,0.707,0.877,27.9,0,0.0,3,5,0.2,0,normal_night_staff
16,2,0,1,1,4.4,0,1.0,0,0,0.815,0.695,0.865,26.9,0,0.0,1,6,0.2,0,normal_night_staff
12,1,0,1,1,2.6,0,0.0,1,0,0.914,0.748,0.971,38.7,0,0.0,16,3,0.346,0,normal_daytime
60,6,1,1,1,8.2,0,0.0,1,0,0.882,0.777,0.921,62.3,0,0.0,13,4,0.817,0,normal_daytime
45,3,3,1,1,0.7,0,0.0,3,0,0.904,0.813,0.946,42.4,1,1.0,10,1,0.517,0,normal_daytime
56,4,3,0,0,0.0,0,0.0,3,0,0.93,0.799,0.951,40.8,0,0.0,18,3,0.592,0,normal_daytime
90,6,0,0,0,0.0,0,0.0,1,1,0.887,0.761,0.92,37.9,0,0.0,11,4,0.744,0,normal_daytime
24,3,0,2,0,8.2,0,0.0,1,0,0.84,0.664,0.881,22.2,0,0.0,9,4,0.457,0,normal_daytime
68,4,1,0,0,0.0,0,0.0,3,0,0.863,0.763,0.903,41.9,0,0.0,17,3,0.48,0,normal_lobby_transit
70,5,3,1,1,4.6,0,0.0,3,0,0.903,0.736,0.936,47.3,0,0.0,11,5,0.692,0,normal_daytime
8,2,1,0,0,0.0,0,1.0,1,0,0.862,0.742,0.912,37.7,0,0.0,6,2,0.2,0,normal_night_staff
60,4,3,1,0,0.5,0,0.0,3,0,0.881,0.738,0.928,46.0,0,0.0,19,4,0.608,0,normal_daytime
39,3,3,1,1,6.3,0,0.0,3,0,0.876,0.743,0.929,60.7,0,0.0,8,0,0.572,0,normal_daytime
10,2,1,1,1,5.9,0,1.0,1,0,0.86,0.74,0.91,26.3,0,0.0,1,6,0.2,0,normal_night_staff
5,1,0,1,1,1.4,0,1.0,0,0,0.83,0.71,0.88,46.2,0,0.0,22,6,0.14,0,normal_night_staff
4,1,0,0,0,0.0,0,1.0,0,0,0.887,0.767,0.937,36.4,0,0.0,21,3,0.14,0,normal_night_staff
28,2,0,1,0,3.8,0,0.0,1,1,0.905,0.744,0.94,50.5,0,0.0,11,5,0.462,0,normal_daytime
29,1,1,3,0,143.6,1,1.0,1,1,0.858,0.678,0.918,18.4,5,7.5,2,3,0.937,1,after_hours_breach
60,4,1,0,0,0.0,0,0.0,1,0,0.945,0.845,0.985,59.7,0,0.0,17,2,0.48,0,normal_lobby_transit
9,1,1,0,0,0.0,0,0.0,1,0,0.837,0.713,0.882,61.2,0,0.0,8,2,0.414,0,normal_daytime
60,6,3,1,0,8.7,0,0.0,3,0,0.842,0.703,0.898,45.5,0,0.0,17,0,0.766,0,normal_daytime
14,2,0,0,0,0.0,0,1.0,0,0,0.818,0.698,0.868,48.3,0,0.0,4,2,0.2,0,normal_night_staff
4,1,1,1,1,3.9,0,1.0,1,0,0.898,0.778,0.948,42.6,0,0.0,22,1,0.14,0,normal_night_staff
39,3,1,2,0,7.9,0,0.0,1,0,0.92,0.742,0.973,60.6,0,0.0,17,1,0.572,0,normal_daytime
84,6,1,0,0,0.0,0,0.0,1,0,0.907,0.746,0.96,45.1,0,0.0,9,2,0.765,0,normal_daytime
70,5,2,0,0,0.0,0,0.0,2,0,0.939,0.841,0.974,35.7,0,0.0,9,0,0.657,0,normal_daytime
26,2,1,1,1,8.0,0,0.0,1,1,0.918,0.783,0.956,35.5,0,0.0,9,6,0.416,0,normal_daytime
64,4,1,0,0,0.0,0,0.0,1,0,0.903,0.803,0.943,36.6,0,0.0,17,4,0.48,0,normal_lobby_transit
57,3,2,0,0,0.0,0,0.0,1,0,0.888,0.788,0.928,57.0,0,0.0,12,4,0.41,0,normal_lobby_transit
65,5,1,0,0,0.0,0,0.0,3,0,0.876,0.776,0.916,52.6,0,0.0,16,3,0.55,0,normal_lobby_transit
45,3,3,0,0,0.0,0,0.0,3,1,0.862,0.778,0.917,37.2,0,0.0,18,2,0.502,0,normal_daytime
28,1,1,3,1,116.9,1,1.0,1,2,0.819,0.639,0.879,13.7,4,6.0,4,2,0.884,1,after_hours_breach
8,1,1,1,1,5.6,0,1.0,1,0,0.879,0.759,0.929,26.9,0,0.0,0,2,0.14,0,normal_night_staff
77,7,2,0,0,0.0,0,0.0,1,0,0.859,0.759,0.899,59.2,0,0.0,10,4,0.69,0,normal_lobby_transit
14,2,1,0,0,0.0,0,1.0,1,0,0.813,0.693,0.863,48.6,0,0.0,1,1,0.2,0,normal_night_staff
5,1,0,0,0,0.0,0,1.0,0,0,0.851,0.731,0.901,32.9,0,0.0,6,5,0.14,0,normal_night_staff
8,2,0,0,0,0.0,0,1.0,0,0,0.894,0.774,0.944,37.1,0,0.0,21,0,0.2,0,normal_night_staff
40,1,1,1,0,97.0,1,1.0,1,1,0.88,0.8,0.93,8.1,1,1.0,22,1,0.744,1,pharmacy_loitering
30,3,0,0,0,0.0,0,0.0,1,0,0.921,0.766,0.947,62.5,0,0.0,16,1,0.578,0,normal_daytime
15,1,1,0,0,0.0,0,0.0,1,1,0.847,0.671,0.894,22.8,0,0.0,19,6,0.298,0,normal_daytime
45,1,1,1,0,231.5,1,1.0,1,0,0.867,0.787,0.917,7.1,3,3.0,21,4,1.0,1,pharmacy_loitering
80,4,0,0,0,0.0,0,0.0,2,0,0.858,0.758,0.898,40.8,0,0.0,13,6,0.48,0,normal_lobby_transit
24,1,1,4,0,86.1,2,1.0,1,2,0.782,0.602,0.842,10.6,3,4.5,3,6,0.822,1,after_hours_breach
15,1,1,0,0,0.0,0,0.0,1,0,0.906,0.727,0.939,50.9,0,0.0,11,3,0.383,0,normal_daytime
4,1,1,0,0,0.0,0,1.0,1,0,0.802,0.682,0.852,28.8,0,0.0,3,5,0.14,0,normal_night_staff
20,2,0,1,1,7.8,0,1.0,0,0,0.881,0.761,0.931,47.0,0,0.0,0,5,0.2,0,normal_night_staff
40,2,0,0,0,0.0,0,0.0,2,0,0.872,0.772,0.912,73.6,0,0.0,11,2,0.34,0,normal_lobby_transit
260,13,5,8,2,55.0,3,1.0,5,2,0.863,0.663,0.923,22.8,5,10.0,21,2,0.995,1,crowd_surge
70,5,2,1,1,10.4,0,0.0,2,0,0.896,0.738,0.93,28.1,0,0.0,19,2,0.634,0,normal_daytime
8,2,0,1,1,6.4,0,1.0,0,0,0.899,0.779,0.949,34.2,0,0.0,4,4,0.2,0,normal_night_staff
54,3,0,0,0,0.0,0,0.0,3,0,0.868,0.768,0.908,41.8,0,0.0,17,2,0.41,0,normal_lobby_transit
45,5,1,0,0,0.0,0,0.0,1,0,0.919,0.771,0.942,40.3,0,0.0,15,0,0.671,0,normal_daytime
12,2,0,0,0,0.0,0,1.0,0,0,0.848,0.728,0.898,33.4,0,0.0,3,2,0.2,0,normal_night_staff
55,5,3,0,0,0.0,0,0.0,3,0,0.849,0.69,0.875,26.8,0,0.0,11,6,0.63,0,normal_daytime
20,2,0,1,1,5.3,0,0.0,1,0,0.906,0.777,0.962,41.2,1,1.0,16,4,0.434,0,normal_daytime
6,1,1,1,1,6.2,0,1.0,1,0,0.871,0.751,0.921,40.1,0,0.0,5,6,0.14,0,normal_night_staff
208,16,6,5,3,44.1,4,0.0,6,2,0.869,0.669,0.929,21.8,7,14.0,14,2,1.0,1,crowd_surge
48,4,3,0,0,0.0,0,0.0,3,0,0.868,0.765,0.927,49.2,0,0.0,10,5,0.618,0,normal_daytime
273,13,10,7,1,70.4,2,1.0,10,1,0.826,0.626,0.886,27.0,7,14.0,21,1,0.995,1,crowd_surge
9,1,1,0,0,0.0,0,1.0,1,0,0.872,0.752,0.922,33.7,0,0.0,1,2,0.14,0,normal_night_staff
14,1,1,2,0,8.3,0,0.0,1,0,0.908,0.815,0.943,47.8,0,0.0,16,5,0.373,0,normal_daytime
14,1,1,1,1,2.9,0,0.0,1,0,0.823,0.683,0.877,47.3,0,0.0,16,6,0.372,0,normal_daytime
10,1,0,0,0,0.0,0,0.0,1,1,0.902,0.748,0.957,37.4,0,0.0,10,5,0.342,0,normal_daytime
38,2,0,0,0,0.0,0,0.0,2,0,0.856,0.756,0.896,46.0,0,0.0,19,1,0.34,0,normal_lobby_transit
48,6,1,1,0,3.0,0,0.0,1,0,0.822,0.706,0.878,63.1,0,0.0,10,6,0.819,0,normal_daytime
40,5,2,0,0,0.0,0,0.0,2,0,0.914,0.769,0.964,62.8,0,0.0,8,5,0.738,0,normal_daytime
22,2,0,2,0,7.4,0,0.0,1,0,0.876,0.733,0.904,24.3,2,2.0,8,4,0.383,0,normal_daytime
14,2,0,1,1,7.1,0,1.0,0,0,0.878,0.758,0.928,31.9,0,0.0,23,5,0.2,0,normal_night_staff
4,1,1,1,1,5.2,0,1.0,1,0,0.897,0.777,0.947,43.2,0,0.0,22,0,0.14,0,normal_night_staff
9,1,1,0,0,0.0,0,1.0,1,0,0.872,0.752,0.922,36.7,0,0.0,22,3,0.14,0,normal_night_staff
66,6,3,1,0,9.5,0,0.0,3,0,0.88,0.704,0.932,63.6,1,1.0,11,0,0.821,0,normal_daytime
40,5,3,1,1,9.0,0,0.0,3,0,0.825,0.706,0.868,43.6,0,0.0,13,2,0.681,0,normal_daytime
40,4,1,2,1,2.2,0,0.0,1,0,0.921,0.772,0.968,28.6,2,2.0,13,2,0.556,0,normal_daytime
24,3,1,1,0,11.8,0,0.0,1,0,0.858,0.735,0.908,23.9,0,0.0,9,4,0.462,0,normal_daytime
9,1,0,1,1,3.9,0,1.0,0,0,0.891,0.771,0.941,28.0,0,0.0,1,5,0.14,0,normal_night_staff
7,1,1,0,0,0.0,0,1.0,1,0,0.837,0.717,0.887,34.7,0,0.0,1,5,0.14,0,normal_night_staff
44,4,3,0,0,0.0,0,0.0,3,0,0.854,0.769,0.914,39.3,0,0.0,12,2,0.588,0,normal_daytime
75,5,0,0,0,0.0,0,0.0,3,0,0.908,0.808,0.948,40.5,0,0.0,18,5,0.55,0,normal_lobby_transit
42,3,2,0,0,0.0,0,0.0,2,0,0.923,0.805,0.944,38.5,0,0.0,8,2,0.506,0,normal_daytime
10,2,1,1,1,1.6,0,1.0,1,0,0.859,0.739,0.909,33.6,0,0.0,6,5,0.2,0,normal_night_staff
140,7,1,0,0,0.0,0,0.0,1,0,0.871,0.771,0.911,59.4,0,0.0,13,0,0.69,0,normal_lobby_transit
95,5,0,0,0,0.0,0,0.0,2,0,0.851,0.751,0.891,66.8,0,0.0,16,5,0.55,0,normal_lobby_transit
112,7,0,0,0,0.0,0,0.0,3,0,0.918,0.818,0.958,50.7,0,0.0,16,0,0.69,0,normal_lobby_transit
70,5,0,0,0,0.0,0,0.0,1,0,0.825,0.65,0.88,57.1,0,0.0,12,1,0.721,0,normal_daytime
8,1,1,1,1,7.2,0,1.0,1,0,0.832,0.712,0.882,46.0,0,0.0,21,2,0.14,0,normal_night_staff
13,1,1,1,1,9.7,0,0.0,1,1,0.882,0.762,0.91,29.4,0,0.0,15,1,0.318,0,normal_daytime
25,1,1,1,0,117.5,1,0.0,1,0,0.853,0.773,0.903,2.8,3,3.0,19,1,0.785,1,pharmacy_loitering
40,5,0,0,0,0.0,0,0.0,1,0,0.827,0.703,0.858,35.5,0,0.0,14,5,0.657,0,normal_daytime
20,2,1,0,0,0.0,0,0.0,1,0,0.928,0.843,0.968,40.9,0,0.0,17,1,0.433,0,normal_daytime
36,4,3,2,1,7.0,0,0.0,3,1,0.885,0.726,0.919,60.5,0,0.0,14,6,0.651,0,normal_daytime
7,1,1,1,1,7.4,0,1.0,1,0,0.801,0.681,0.851,32.0,0,0.0,5,2,0.14,0,normal_night_staff
32,4,1,1,1,6.4,0,0.0,1,0,0.832,0.653,0.874,52.9,1,1.0,10,1,0.629,0,normal_daytime
70,7,0,0,0,0.0,0,0.0,2,0,0.945,0.845,0.985,58.6,0,0.0,20,2,0.69,0,normal_lobby_transit
48,6,1,2,2,7.6,0,0.0,1,1,0.914,0.8,0.963,63.6,0,0.0,14,1,0.821,0,normal_daytime
75,5,1,2,2,11.5,0,0.0,1,0,0.921,0.834,0.974,24.1,2,2.0,10,5,0.622,0,normal_daytime
14,2,1,1,1,3.7,0,1.0,1,0,0.899,0.779,0.949,46.2,0,0.0,22,2,0.2,0,normal_night_staff
8,1,1,1,1,0.7,0,0.0,1,1,0.919,0.766,0.941,39.2,0,0.0,19,4,0.348,0,normal_daytime
75,5,1,1,1,8.5,0,0.0,1,1,0.92,0.773,0.969,56.2,0,0.0,18,2,0.719,0,normal_daytime
9,1,1,0,0,0.0,0,1.0,1,0,0.869,0.749,0.919,43.0,0,0.0,5,6,0.14,0,normal_night_staff
60,4,3,0,0,0.0,0,0.0,3,0,0.906,0.782,0.945,34.0,0,0.0,18,5,0.572,0,normal_daytime
56,4,2,2,0,10.7,0,0.0,2,0,0.848,0.678,0.896,46.4,0,0.0,10,0,0.609,0,normal_daytime
72,6,0,0,0,0.0,0,0.0,2,0,0.887,0.787,0.927,65.2,0,0.0,12,2,0.62,0,normal_lobby_transit
65,5,1,0,0,0.0,0,0.0,1,1,0.886,0.752,0.926,45.1,0,0.0,19,3,0.685,0,normal_daytime
4,1,1,0,0,0.0,0,1.0,1,0,0.844,0.724,0.894,32.2,0,0.0,4,5,0.14,0,normal_night_staff
22,2,2,0,0,0.0,0,0.0,1,0,0.864,0.764,0.904,70.4,0,0.0,9,1,0.34,0,normal_lobby_transit
10,1,0,0,0,0.0,0,1.0,0,0,0.857,0.737,0.907,31.9,0,0.0,22,6,0.14,0,normal_night_staff
6,1,1,1,1,4.7,0,1.0,1,0,0.88,0.76,0.93,45.9,0,0.0,2,6,0.14,0,normal_night_staff
10,1,0,1,1,10.6,0,0.0,1,0,0.876,0.758,0.92,59.0,1,1.0,9,5,0.407,0,normal_daytime
20,2,2,2,2,7.6,0,0.0,2,0,0.911,0.775,0.954,62.5,0,0.0,13,5,0.497,0,normal_daytime
48,4,0,0,0,0.0,0,0.0,1,0,0.9,0.72,0.948,57.1,0,0.0,16,6,0.641,0,normal_daytime
78,6,0,0,0,0.0,0,0.0,3,0,0.872,0.772,0.912,35.7,0,0.0,9,3,0.62,0,normal_lobby_transit
9,1,1,1,1,4.9,0,1.0,1,0,0.819,0.699,0.869,26.4,0,0.0,6,5,0.14,0,normal_night_staff
195,15,5,4,3,58.3,4,1.0,5,2,0.789,0.589,0.849,16.1,3,6.0,23,2,1.0,1,crowd_surge
78,6,0,1,1,9.3,0,0.0,1,0,0.925,0.75,0.971,49.0,1,1.0,17,0,0.777,0,normal_daytime
8,1,1,0,0,0.0,0,1.0,1,0,0.856,0.736,0.906,43.8,0,0.0,6,2,0.14,0,normal_night_staff
48,4,2,0,0,0.0,0,0.0,3,0,0.888,0.788,0.928,53.2,0,0.0,7,1,0.48,0,normal_lobby_transit
48,6,0,2,1,11.9,0,0.0,1,0,0.916,0.807,0.943,22.7,0,0.0,13,3,0.698,0,normal_daytime
